DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,FUELHEAT,ZFUELHEA,DNTHEAT,EQUIPM,ZEQUIPM,EQUIPAGE,ZEQUIPAG,HEATOTH,ZHEATOTH,EQUIPAUX,ZEQUIPAU,REVERSE,WARMAIR,STEAMR,PERMELEC,PIPELESS,ROOMHEAT,WOODKILN,CARRYEL,CARRYKER,CHIMNEY,RANGE,DIFEQUIP,DKEQUIP,ELECAUX,UGASAUX,LPGAUX,FOILAUX,KEROAUX,WOODAUX,SOLARAUX,OTHERAUX,DKAUX,FURNFUEL,RADFUEL,PIPEFUEL,RMHTFUEL,HSFUEL,FPFUEL,NGFPFLUE,ZNGFPFLU,USENGFP,ZUSENGFP,RNGFUEL,DIFFUEL,EQMAMT,ZEQMAMT,ACTSOLAR,THERMAIN,ZTHERMAI,SETBACK,ZSETBACK,AUTOHEAT,ZAUTOHEA,TEMPHOME,TEMPGONE,TEMPNITE,HEATROOM,HEATNOT,ZHEATNOT
4684, 15095,9,1,2,0, 459, 6303,4, 1,0,9, 2,0, 2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,68,68,68,0, 0,0
4685, 31141,9,3,5,0,1114, 4033,2, 5,0,9, 4,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,79,75,70,0, 0,0
4686, 24791,9,2,3,0, 577, 6384,2, 1,0,9, 3,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,72,65,70,1, 2,0
4687, 22709,9,4,9,2,1053, 1768,2, 1,0,9, 3,0, 3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,68,68,78,0, 0,0
4688, 12612,9,2,4,0, 463, 7569,2, 3,0,9, 3,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,68,68,0, 0,0
4689, 15116,9,3,6,0,1307, 4365,2, 1,0,9, 3,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,69,96,65,0, 0,0
4690, 34939,9,3,5,4,3506,  423,3, 5,0,9, 4,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,80,80,75,0, 0,0
4691, 21860,9,2,3,0, 436, 6983,2, 1,0,9, 2,0, 5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,72,72,72,0, 0,0
4692, 19013,9,3,5,4,2325, 1035,2, 2,0,9, 6,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,70,95,95,0, 0,0
4693, 10264,9,3,5,0,1695, 2460,3, 1,0,9, 6,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,70,95,0, 0,0
4694, 19071,9,2,4,0,1084, 5388,2, 1,0,9, 3,0, 3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,68,63,63,0, 0,0
4695, 11846,9,3,6,0,1232, 3691,2, 1,0,9, 3,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,68,60,64,0, 0,0
4696, 20846,1,4,9,2,1171, 1016,2, 1,0,9, 3,0, 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,60,95,95,0, 0,0
4697, 22486,9,3,5,0,1154, 2978,1, 2,0,9, 3,0, 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,65,50,65,1, 2,0
4698,  8640,9,1,1,0, 485, 5904,2, 3,0,9, 2,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,65,65,0, 0,0
4699, 34001,1,2,3,0,1243, 5203,2, 1,0,9, 3,0, 3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,99,99,99, 9, 7,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,65,70,0, 0,0
4700, 13196,9,3,5,0,1121, 2993,2, 1,0,9, 7,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,75,50,65,1, 2,0
4701,  9159,9,1,2,1,1089, 4682,5, 3,0,9, 2,0,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,96,96,96,0, 0,0
4702, 10673,9,1,1,0, 518, 6458,2, 1,0,9, 2,0, 5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,72,72,64,0, 0,0
4703, 33714,9,2,3,0, 471, 8077,2, 1,0,9, 3,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,67,67,67,0, 0,0
4704,  7191,1,3,6,0, 919, 4769,2, 1,0,9, 3,0, 5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,2,0,9,1,0,0,0,9,0,70,96,96,1, 3,0
4705, 26684,9,1,2,1, 885, 4881,2, 1,0,9, 2,0, 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,1,0,70,70,70,0, 0,0
4706, 44532,9,3,5,0,1037, 4682,2, 1,0,9, 3,0, 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,2,0,9,1,0,1,0,1,0,75,65,70,0, 0,0
4707, 12675,9,3,7,0,1715, 3647,2, 2,0,9, 7,0, 4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,75,75,65,1, 2,0
4708, 16677,9,4,9,2,1029, 1147,2, 1,0,9, 3,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,1,0,68,65,65,0, 0,0
4709, 28728,8,1,2,0,1097, 4662,3, 5,0,9, 3,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,68,68,68,0, 0,0
4710,  9130,9,3,7,3,2729, 1593,2, 1,0,9, 7,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,70,68,68,0, 0,0
4711, 18907,9,4,9,2,2366,  567,5, 5,0,9, 4,0, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,50,50,0, 0,0
4712, 16659,9,2,3,0, 519, 7923,2, 3,0,9, 3,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,1,0,72,66,70,0, 0,0
4713, 21849,9,1,2,0, 993, 4658,2, 1,0,9, 3,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,68,64,60,0, 0,0
4714,  7828,9,1,2,1, 905, 4862,5, 3,1,9, 2,0, 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,96,96,96,0, 0,0
4715, 30398,9,2,4,0, 471, 8087,2, 1,0,9, 3,0, 3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,66,62,64,0, 0,0
4716, 21745,9,1,2,0, 743, 5510,2, 5,0,9, 5,0, 3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,99,99, 9,21,99,9,0,9,0,99,99,2,0,9,0,0,9,0,9,0,70,64,64,0, 0,0
4717, 18936,9,1,2,1, 350, 6820,2, 1,0,9, 3,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,66,62,52,1, 2,0
4718, 33310,9,3,5,4,3766,  370,5, 5,0,9, 3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,80,80,75,0, 0,0
4719, 25290,1,1,1,0, 590, 6194,4, 1,0,9, 2,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,70,70,0, 0,0
4720, 13789,9,2,4,0,1284, 4896,2, 1,0,9, 3,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,72,68,68,0, 0,0
4721, 13900,9,1,2,1, 998, 4778,2, 3,0,9, 3,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,72,72,72,0, 0,0
4722, 14294,9,4,9,2,2144,  644,5, 1,0,1, 6,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,65,65,65,1, 4,0
4723, 19486,9,1,2,1, 605, 6118,3, 5,0,9, 5,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,72,95,72,0, 0,0
4724, 66258,9,3,5,4,3040,  893,2, 5,0,9, 4,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,96,96,96,0, 0,0
4725, 22036,9,3,7,3,2547, 1543,2, 5,0,9, 3,0, 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,80,80,95,0, 0,0
4726, 21022,9,4,9,2,2001, 1231,2, 1,0,9, 3,0, 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,99,99,99, 9,99, 1,1,0,1,0,99,99,1,0,9,1,0,0,0,9,0,72,72,72,0, 0,0
4727, 19219,9,1,1,0, 663, 5580,5, 3,0,9, 2,0, 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,96,96,96,0, 0,0
4728,  6720,9,1,1,0, 307, 7868,2, 3,0,9, 3,0,96,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99, 9, 7,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,66,50,50,1, 1,0
4729, 20603,9,4,9,2, 266, 2212,3, 1,0,9, 3,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,68,68,68,0, 0,0
4730, 21651,9,3,5,0,1352, 3399,2, 1,0,9,21,0, 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,68,68,63,0, 0,0
4731, 15256,9,2,4,0, 801, 6755,2, 1,0,9, 3,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,70,68,0, 0,0
4732, 19815,9,3,5,0,1352, 3610,2, 1,0,9, 7,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,70,70,70,1, 1,0
4733, 20389,9,2,3,0, 739, 6483,5, 1,0,9, 2,0, 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,80,80,80,0, 0,0
4734, 27608,9,3,5,4,2701, 1021,2, 5,0,9, 4,0, 1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,69,65,65,0, 0,0
4735, 26445,9,2,3,0, 400, 7147,2, 1,0,9, 3,0, 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,1,0,9,1,0,1,0,1,0,70,65,68,0, 0,0
4736, 24778,9,1,2,0, 975, 5004,2, 5,0,9, 4,0, 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99, 3,1,0,9,1,0,1,0,2,0,68,65,65,0, 0,0
4737, 14493,9,4,9,0,  53, 5298,1, 5,0,9, 3,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,1,0,73,73,95,0, 0,0
4738, 18532,9,2,3,0, 539, 6692,2, 1,0,9, 3,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,70,70,0, 0,0
4739, 28999,9,4,9,0, 249, 4293,1, 5,0,9, 3,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,75,65,60,0, 0,0
4740, 21784,9,4,9,2, 452, 2377,2, 1,0,9, 3,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,1,0,69,69,65,0, 0,0
4741, 18475,9,3,5,0,1185, 3478,2, 1,0,9, 3,0, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,68,66,64,0, 0,0
4742,  9341,9,2,4,0, 997, 5471,5, 5,0,9, 3,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,80,70,80,0, 0,0
4743, 16308,9,3,5,0,1696, 2458,2, 5,0,9, 4,0, 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,68,68,68,0, 0,0
4744,  6819,9,1,2,1, 560, 6640,2, 5,0,9, 5,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,65,40,60,1, 5,0
4745, 19330,9,1,2,1, 716, 5464,2, 1,0,9, 3,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,68, 1,68,0, 0,0
4746, 20059,9,3,7,3,2829, 1451,2, 5,0,9, 3,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,75,95,75,0, 0,0
4747,  5642,9,3,6,0,1007, 4467,5, 5,0,9, 5,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,75,95,68,0, 0,0
4748, 11649,9,3,5,0, 968, 4465,1, 5,0,9, 3,0,96,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,75,65,65,0, 0,0
4749, 11599,9,4,9,0, 125, 4771,5, 5,0,9, 5,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,70,50,95,0, 0,0
4750, 16192,9,1,2,0, 570, 5939,2, 5,0,9, 4,0, 2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 3,99,99, 9,99,99,9,0,9,0,99,99,2,0,9,1,0,0,0,9,0,68,68,68,0, 0,0
4751, 22364,9,1,2,0, 861, 5234,2, 1,0,9, 2,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,1,0,65,62,65,0, 0,0
4752, 16619,9,4,9,2,1585, 1045,5, 5,0,9, 5,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,67,95,67,0, 0,0
4753, 29148,9,2,3,0, 824, 5433,3, 1,0,9, 3,0, 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99, 9,99, 7,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,72,68,68,1, 1,0
4754, 23359,9,3,7,0,1805, 3704,2, 1,0,9, 3,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,68,68,0, 0,0
4755, 19110,9,3,5,0,1201, 2937,2, 1,0,9, 3,0, 4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0, 1,99,99, 9,99, 7,9,0,9,0,99,99,1,1,9,1,0,1,0,2,0,68,60,60,0, 0,0
4756,  9149,9,1,2,1,1044, 4688,4, 1,0,9, 2,0,96,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99, 3,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,96,96,96,0, 0,0
4757, 11672,9,3,6,0,1279, 3462,2, 2,0,9, 7,0, 3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,72,60,68,0, 0,0
4758, 20013,9,1,2,1, 954, 4811,2, 1,0,9, 2,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,1,0,68,60,65,0, 0,0
4759,  7372,9,4,9,0, 131, 4734,5, 5,0,9, 5,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,65,95,70,0, 0,0
4760, 13440,9,1,1,0, 104,10404,2, 3,0,9, 2,0, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,68,68,68,0, 0,0
4761, 10285,9,3,6,0,1843, 2618,2, 1,0,9, 7,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,96,95,95,0, 0,0
4762, 10413,9,1,2,0, 873, 5220,2, 3,0,9, 3,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,72,65,70,0, 0,0
4763, 11442,9,2,4,0, 626, 7124,2, 7,0,9, 8,0, 5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 2,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,70,68,68,0, 0,0
4764, 27652,9,3,7,3,2304, 2819,2, 1,0,9, 3,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,70,70,0, 0,0
4765, 13900,9,1,2,1,1079, 4619,2, 1,0,9, 2,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,96,96,96,0, 0,0
4766, 15142,9,4,8,0,2186, 2120,1, 1,0,9, 3,0, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,72,65,70,0, 0,0
4767, 19449,9,2,3,0, 595, 5958,5, 5,0,9, 5,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,70,70,0, 0,0
4768, 11845,9,3,7,3,2783, 1790,5, 5,0,9, 4,0, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,95,70,0, 0,0
4769,  6720,9,1,1,0, 257, 8601,5, 3,0,9, 3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,65,50,65,0, 0,0
4770, 14391,9,1,2,1,1054, 4669,2, 3,0,9, 2,0, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,0,0,9,0,70,70,70,1, 5,0
4771, 17321,9,3,5,0, 834, 3800,2, 1,0,9, 3,0, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,0,0,9,0,9,0,70,60,70,0, 0,0
4772, 27579,9,2,4,0,1474, 4719,2, 1,0,9, 3,0, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,68,68,68,0, 0,0
4773, 17975,9,3,5,0, 850, 4620,2, 5,0,9, 4,0, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99, 9,99,99,9,0,9,0,99,99,1,0,9,1,0,1,0,2,0,72,68,68,0, 0,0
